37924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,8,19,35,43,47,69,87,141,175,232,250,226,247,573,1000,1686,1941,1884,1873,1268,310,85,0,0,0,71,0,0,0,0,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,166,552,1381,2256,3376,6347,9435,11343,12566,14919,19248,23608,29622,33168,35944,31153,35324,62774,105676,135883,131382,107436,78557,41889,8655,1436,432,171,336,2623,42,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,34,59,51,68,54,50,59,79,86,151,272,326,353,404,441,500,475,364,176,84,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,318,1614,5333,12948,22796,24641,24006,20912,16938,16242,19568,26401,42167,70655,91801,92333,93042,95665,101709,89382,76205,32001,13510,4533,849,99,75,55,38,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,129,317,7,4,3,10,40,39,24,41,29,25,29,39,16,42,61,22,35,34,39,44,71,67,57,93,80,106,124,153,255,264,283,314,303,396,664,848,865,381,265,237,365,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1270,62927,103144,11514,4273,4875,7057,18355,21633,16002,18351,15142,14853,14407,12140,10679,10869,10804,11025,13240,11454,10360,14319,19313,19936,16935,16050,17197,18231,20211,27062,43015,42403,44941,38900,34420,38415,46329,52142,39947,16032,8319,6105,5978,2026,0,0,0,0,0,0,0,0
317364,0,0,0,0,0,0,0,0,0,0,0,1,217,66,30,17,14,23,32,20,43,34,36,42,47,33,49,71,31,45,41,29,33,59,55,56,57,58,83,94,106,207,203,331,269,246,339,366,435,328,185,121,81,90,44,0,0,14,2182,0,0,0,0,2636,0,0,0,0,0,0,0,0,0,0,9,3931,38742,17741,4759,3691,4287,9150,11551,10521,13377,11483,11726,11532,10260,10290,10254,10015,9334,10132,8907,7969,11317,15482,16333,13730,13175,13580,13341,15214,21297,36368,38595,45896,37151,28480,26751,25381,24529,16517,7386,3797,2433,2194,701,156,736,1932,9890,132,145,130,607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,14,7,4,5,2,13,6,12,14,25,61,89,118,132,157,120,76,127,129,174,261,339,540,580,570,500,633,559,558,463,555,569,573,167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1010,2275,3566,4772,5048,4824,3442,3076,3148,4016,4466,5739,7118,10642,15328,23341,33430,34363,33097,25011,22115,23734,25903,32005,44456,54853,82135,83808,80414,63447,58719,50497,42101,30696,25920,22978,15974,4141,122,1,2,0,0,0,0,0,0,0
373252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,43,49,99,106,102,73,64,27,49,33,10,18,30,24,33,25,19,17,24,12,31,89,116,113,231,297,325,335,286,293,413,573,751,325,84,1,0,0,0,0,34,608,0,0,0,862,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,977,6816,13057,14392,15852,20177,14502,11342,10574,8605,8840,6691,5033,4772,5375,5713,6794,5742,4938,4891,4230,3429,5571,13935,17285,20194,34629,43675,47377,41328,35197,30038,32811,41114,39706,14880,3717,276,121,200,377,1044,1977,6013,142,263,613,2122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,4,3,5,6,5,6,10,12,24,279,840,1456,1643,1237,875,775,662,434,523,636,1072,908,898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,439,660,924,1133,1011,1128,1385,1324,995,1024,980,1482,1555,5208,52842,112874,172838,180816,128088,82705,61542,47274,29473,23702,21708,25801,16682,11774,225,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,35,39,47,68,78,74,137,211,614,703,932,935,853,790,765,576,415,343,289,468,1074,1337,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,614,912,2108,6365,8405,9770,17422,18500,18312,24185,42427,101972,114892,127023,115966,96996,79432,62949,43517,26244,17186,11086,10687,17041,14289,710,0,0,0,0,0,0,0
305363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,9,11,10,14,17,19,29,24,44,135,263,523,525,515,434,434,407,503,572,532,395,147,21,0,0,0,0,0,1317,0,0,0,0,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,133,337,541,730,1322,1684,2119,3122,3350,4499,5435,6321,8096,8942,11308,25620,49418,94703,87313,77021,59474,50935,44238,41083,40033,28834,16173,5803,1190,318,277,34,271,663,3735,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,7,8,1,13,9,6,15,103,338,555,604,744,792,767,392,316,309,245,174,78,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,458,2009,2604,3039,3210,2241,1890,1820,2657,5143,23666,71603,116917,139736,153453,146922,130313,62178,45040,35562,24096,12528,5559,1643,152,2,2,0,0,0,0,0,0,0,0,0,0,0
343782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,16,16,27,12,30,15,42,27,17,36,52,69,123,159,157,291,350,326,416,345,336,442,496,441,223,113,111,58,0,0,0,0,0,0,0,0,0,0,0,0,4218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,673,1481,2277,2675,3295,4539,4578,5031,5293,6267,5924,5757,6207,9269,13641,24254,28087,29768,43216,56217,54698,62812,47428,50671,49661,49595,38301,18616,8361,5753,2750,114,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,53,32,5,9,25,42,34,33,57,75,76,55,55,93,86,108,104,90,180,157,147,217,290,486,492,388,193,97,62,94,88,134,142,108,157,205,255,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1494,27178,21962,3635,4279,13071,20733,18725,20543,29217,23825,24013,21518,19922,24532,28067,27506,25384,26200,32742,36252,32194,39165,60260,84194,87295,66474,34010,17349,13620,15196,14113,15646,14395,9885,11307,12407,12479,4082,128,0,0,0,1,0,0,0,0,0,0,0,0
56479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,27,32,52,103,190,757,1590,1551,634,273,121,67,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,390,2150,5196,7110,6928,12071,20124,45298,145154,266256,247736,98941,41905,18009,9901,5703,1521,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,4,6,9,17,11,8,24,22,32,63,51,108,143,236,623,1623,1322,720,227,69,55,53,43,10,0,0,0,0,0,0,0,0,1706,0,0,0,0,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,328,859,1189,1487,1871,2744,3307,4179,4248,4413,6642,6811,7560,11475,16818,23886,32000,47753,112093,262476,195880,106529,38772,14745,7625,6080,3182,890,201,137,222,206,144,141,203,384,5005,299,0,0,0
237524,0,0,0,0,0,0,0,0,0,0,0,0,4,192,4,4,4,2,4,4,15,28,14,23,38,48,45,61,57,68,78,100,105,96,214,208,153,112,117,224,215,328,279,223,286,370,444,265,85,26,2,0,0,0,0,0,0,0,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,40,8240,54263,15020,2427,2571,2478,2682,2802,7123,11092,9849,9819,12800,14216,14074,14602,14862,16061,18267,20018,23284,25377,36979,38252,24096,15444,19613,28832,30258,41352,38172,35524,35158,40186,40641,21101,6103,1580,196,1,0,0,0,0,0,0,0,0,0,0,0
288003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,10,6,10,15,19,19,25,17,25,50,128,268,404,525,568,672,400,536,746,820,585,296,61,0,0,0,0,0,0,0,0,0,524,0,0,0,0,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,450,832,1370,2120,2452,2323,2458,2831,3284,3315,3619,3830,4685,9560,20971,38530,60707,70343,73624,76770,46950,56597,66666,67257,41704,22254,4708,637,318,57,77,125,247,239,1345,1520,5986,145,94,64,132
0,0,0,0,0,0,0,0,0,0,1,2,2,6,3,5,2,5,3,8,1,3,2,9,14,7,4,5,15,18,17,9,7,9,19,32,66,178,595,770,583,453,304,90,36,36,45,60,32,63,81,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,154,777,956,1298,1610,1489,1753,2438,2331,1693,1464,1767,1224,2459,3913,2874,2124,3276,5180,7012,6560,4472,4189,5621,7589,9304,21660,64113,165929,208441,167777,124998,79646,25092,12171,8746,9011,7302,5373,5744,4931,1729,127,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,22,21,16,199,537,675,700,627,429,313,171,177,58,51,57,26,20,20,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,95,611,1694,2650,3286,5334,7616,11059,54245,130506,171009,169112,150356,109941,71932,41211,29813,12239,7938,6115,3613,2316,1740,1001,392,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,85,78,102,73,49,45,41,32,23,32,21,29,28,10,17,10,14,17,18,14,15,19,23,49,66,75,116,184,205,153,270,474,636,601,668,1171,1640,2342,749,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,760,4181,10062,22263,33017,39939,30548,26230,24180,26151,17146,14600,11854,11604,12768,10888,9459,8738,7125,6180,5198,5843,6605,7006,7437,9447,13675,17644,21580,26057,39246,34246,33877,37862,51280,57593,47534,41536,52716,63588,63382,18169,517,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,91,163,70,64,75,57,37,27,25,34,35,34,30,20,14,21,8,9,11,9,12,15,16,21,18,33,36,52,58,93,83,131,133,228,327,499,781,1285,2171,6180,14117,13319,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,1152,4017,23191,33513,24340,21405,20314,21162,20213,14957,15810,14168,13894,14008,11214,8573,7267,6432,6054,6066,5455,5161,5466,5659,6398,7117,8068,8353,8562,11779,11364,14049,13889,15009,16526,19929,23912,26299,31357,39395,48777,91671,145693,99984,1543,0,0,0,0,0,0
169803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,4,8,2,12,26,11,21,35,29,40,92,174,219,391,678,460,405,460,353,238,115,18,1,0,0,0,0,1,29,1136,13628,74,0,0,0,0,5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,233,428,648,993,1317,1630,2045,2641,2931,4356,5387,5898,6971,8860,10421,13753,23956,40555,50687,97747,156056,89110,74942,73436,53203,29551,12054,2385,784,756,853,999,1310,1956,3096,6341,17517,491,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,10,6,7,17,21,25,28,44,98,223,432,511,966,1103,867,618,354,149,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,219,881,1147,2137,2960,3923,5045,5913,7763,9152,11295,17420,27580,56622,123405,126025,172969,177675,122085,70721,34851,13479,1213,3,4,1,0,2,0,0,0,0,0,0,0,0
55422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,174,615,768,625,395,190,87,45,19,21,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,874,6519,58757,179394,234317,197979,131114,64874,28147,13089,7949,7167,4712,2423,466,60,26,24,30,21,23,28,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,147,446,744,639,399,236,126,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,7734,64449,172405,251400,213808,137860,80646,43804,20261,4166,469,28,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,18,22,35,49,61,40,25,9,6,11,19,20,34,41,37,57,59,121,90,144,159,313,467,776,1055,1289,2029,3005,3654,4673,761,0,0,0,0,0,0,5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,692,2308,3714,6183,10148,12775,14081,11415,6942,3758,2847,2931,3887,5332,6229,5773,5658,8361,9171,12885,13393,14229,17687,22833,27796,35654,38921,37687,38411,39432,32265,26398,3299,16,38,1,0,0,0
117764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,28,26,28,43,56,29,44,50,61,113,129,214,344,206,178,134,89,82,49,76,61,66,85,94,111,158,179,310,460,693,1065,1391,2182,2888,3252,1875,218,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1848,4503,7023,12239,10891,11994,13406,14983,15641,14026,14862,19475,28648,37111,55005,71992,54862,38482,28180,18872,14032,10952,11177,10120,13240,12916,13362,12783,13660,16863,21401,25799,30387,32959,31983,38582,36497,26931,12585,2081,245,197,0,0,0,0
0,0,0,0,0,0,0,0,0,0,45,12,13,29,29,23,26,15,10,9,15,12,13,7,10,25,17,26,21,17,33,41,25,42,37,24,50,108,177,242,427,508,450,191,141,108,62,57,72,38,5,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2352,2219,3291,5156,5616,5734,5869,5401,5402,5190,5231,5664,6013,7020,8149,9449,9026,9546,10097,10126,12076,10913,11570,12379,13002,15936,21740,35124,54119,87236,137319,156909,140866,60665,35512,23272,15843,10502,9388,4337,627,33,25,18,25,20,22,33,72,498,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,51,167,275,407,370,335,226,88,69,48,25,30,24,7,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,657,6348,29780,77930,140115,184621,189827,150745,112076,43614,23951,15273,9966,7688,3727,708,34,12,18,12,15,14,22,42,124,423,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,1,8,6,7,6,6,17,9,7,21,18,26,20,77,292,731,665,509,364,392,460,529,526,601,548,272,240,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,160,595,529,662,926,877,1134,1360,1698,1960,2487,2880,2949,4149,4255,3825,4853,6813,8832,9665,25310,75190,162777,131926,102654,74435,66651,65615,60510,57678,50664,34875,15108,8259,1325,9,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,352,1000,1172,670,478,282,168,211,142,160,250,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,18,7,5,8,4,5,5,5,8,1,3,1,10,3,5,5,10,10,446,17914,105911,217155,265282,145135,88142,44388,29013,25366,17572,13679,16079,8469,226,0,0,0,0,0,0,0,0,0,0,0
137862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,99,364,697,1155,1046,905,606,417,276,397,394,483,841,657,3,0,0,0,0,0,0,0,5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,354,1680,4682,22151,68829,121027,162546,152689,111274,68050,40166,22610,19206,14523,15145,15034,8398,224,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,2,1,7,5,11,9,8,6,5,8,10,9,12,12,21,12,15,20,18,13,37,41,47,85,192,435,721,845,838,798,891,697,443,426,245,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,277,414,352,938,1856,1506,1523,2703,3026,2789,3133,3592,3519,3355,3357,4024,3985,4365,5696,6987,6435,5991,7081,6871,6368,8768,11600,13745,20906,44149,82086,129992,135141,115001,106662,91750,64675,38502,25558,11861,2419,18,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,114,3,28,26,21,16,30,16,18,14,12,19,16,21,20,22,32,26,21,20,19,33,28,24,41,87,66,158,379,1045,885,802,612,468,394,439,308,226,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2173,19446,5885,9127,11302,9362,7336,9019,8294,9721,7480,7821,8745,8996,8735,8285,8913,9331,8751,8117,8455,9181,10425,9804,8967,11959,17654,18428,27928,64856,143149,123340,107967,76771,51482,43617,35854,26399,15476,4670,188,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,276,582,1120,682,435,275,274,260,292,310,270,363,369,271,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,3917,31734,75308,134402,234908,144582,83886,56247,45210,37230,35835,33303,25411,21252,18718,10278,1752,7,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,255,44,91,115,71,56,35,48,31,29,32,40,39,19,19,38,27,41,23,17,45,43,44,59,46,44,49,56,44,112,98,110,200,215,284,561,841,1201,2150,2554,2720,1998,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4788,34688,10868,19976,24363,20366,16840,12973,12525,13311,9672,9513,10399,10622,10217,9320,9615,10023,10171,9209,9434,9877,10473,11400,12138,11037,11339,11577,12070,11923,18280,14941,18423,24520,24262,33165,44931,61430,72238,96751,82694,68875,36224,7554,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,40,105,136,213,197,110,85,71,81,78,61,61,48,59,47,32,47,30,25,25,31,33,37,38,55,60,64,92,103,91,125,116,129,185,157,195,291,486,566,560,452,208,19,0,0,0,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,11269,19805,36472,51573,47780,39543,32709,27049,26232,29378,22218,20901,19648,18862,16089,15681,14276,13190,11834,10506,10481,9886,11694,13766,14925,18181,22732,25306,28462,23969,25914,25686,28911,27556,23367,25536,32132,40549,39686,32129,20765,6019,824,26,30,36,213,270,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,8,8,9,12,8,10,11,14,13,17,44,61,73,108,214,530,761,855,598,215,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,483,1545,2549,2857,4169,3780,3850,4234,5022,6065,5641,5884,5383,7446,11464,19460,24551,36180,75412,144620,201974,212700,146739,55096,8623,635,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,22,35,68,77,88,98,118,113,83,90,136,146,173,210,308,460,789,665,442,193,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,462,2358,5745,10231,12969,20455,26595,26744,30564,31536,30696,29360,28873,33106,36534,39783,50135,70145,105178,158499,119854,79110,36318,9240,1025,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
